year,day,hour,minute,bx,by,bz,row1,row2,row3,row4,row5,row6,row7,row8,row9,row10,row11,row12,row13,row14,row15,row16,row17,row18,row19,row20,row21,row22,row23,row24,row25,row26,row27,row28,row29,row30,row31,row32,row33,row34,row35,row36,row37,row38,row39,row40,row41,row42,row43,row44,row45,row46,row47,row48,row49,row50
2018,1,10,120,-3.226045116666668,4.675867333333334,-1.6717097666666665,,,,,,,,,254.375,167.0837,302.80008333333336,310.5037999999999,351.9039166666666,353.85029999999995,408.08181666666667,446.86246666666665,522.2991500000003,522.9725500000001,540.5988333333331,511.8871,463.7857333333333,455.0489333333333,444.93309999999997,412.09296666666654,421.8280500000001,327.12051666666673,395.4213499999998,392.40826666666663,374.6069666666666,388.8220555555556,,,,,,,,,,,,,,,,,,,,
2018,1,11,120,-2.850464250000001,5.633859333333335,-1.9796588499999996,,,,,,,,,,,303.2784576271186,308.2420833333334,343.6592833333333,335.42766666666654,382.4313666666667,422.46745,521.5906833333335,558.7061166666666,585.1785166666665,550.4662333333333,482.26346666666666,452.98638333333315,438.92965000000015,408.97075000000007,426.86043333333316,331.77979999999997,391.7001333333334,387.03468333333325,370.12890000000004,388.20551219512186,,,,,,,,,,,,,,,,,,,,
2018,1,12,120,-3.4362538333333346,4.848493833333334,-2.5748084500000004,,,,,,,,,,,299.8750600000001,304.67969999999997,340.0816499999999,329.3743666666667,371.81188333333324,405.01314999999994,506.59211666666664,542.4678333333334,571.5245666666666,535.1824166666669,467.4271999999999,444.43895000000003,434.11115000000007,406.9038666666666,426.4648166666666,330.69750000000005,388.7672666666666,382.92605000000003,364.5501666666666,382.6494857142858,382.175,,,,,,,,,,,,,,,,,,,
2018,1,13,120,-5.536376666666667,3.077486499999998,-0.07343207500000007,,,,,,,,,,,,300.91050000000007,337.7437499999999,315.87408333333315,341.2793833333333,337.45130000000006,411.6781500000001,400.91038333333347,505.7758333333335,519.9709500000001,473.5515166666666,460.0395666666669,458.31013333333334,427.5874,451.6560499999999,385.09063333333336,404.61013333333347,372.09933333333345,347.1698833333334,370.4824833333335,384.06889090909084,,,,,,,,,,,,,,,,,,,
2018,1,14,120,-5.501191499999999,1.9545250000000003,0.27231442833333336,,,,,,,,,,,,296.34575,333.73181666666693,308.8022999999999,330.11231666666663,320.33028333333334,390.38336666666675,362.50823333333324,487.55551666666685,513.85305,465.39974999999987,454.3358166666667,462.9616166666669,435.32464999999985,456.6841999999997,395.1445333333332,411.04456666666664,370.2205166666667,342.8094166666667,364.6315166666666,381.361883333333,,,,,,,,,,,,,,,,,,,
2018,1,15,120,-5.086224499999998,1.084840766666667,0.4516958850000001,,,,,,,,,,,,,334.8655000000001,307.5993000000001,327.10916666666674,316.1140166666667,386.99285000000003,353.9625166666666,476.0716999999999,505.6274500000001,465.78591666666676,463.98094999999984,474.7950333333332,451.33323333333334,467.34635000000003,402.3577500000002,413.81031666666644,371.1113333333333,343.07781666666676,365.34481666666653,382.2274833333333,,,,,,,,,,,,,,,,,,,
2018,1,16,120,-4.7996316666666665,0.08484259516666662,0.22273986699999998,,,,,,,,,,,,300.07300000000004,337.9521166666667,309.1499666666668,327.36273333333327,317.8283666666667,392.1532166666666,370.56551666666667,484.70521666666684,504.54303333333326,467.3639333333335,473.44893333333334,488.6445333333332,475.3808833333334,481.2209833333334,406.6871666666668,414.9302833333334,372.41305,345.55745,370.2065833333333,386.03086666666667,,,,,,,,,,,,,,,,,,,
2018,1,17,120,-4.787179166666665,-0.1753586341999999,-0.10298665333333329,,,,,,,,,,,,310.12488235294114,337.5662666666667,311.91118333333344,335.94818333333336,330.4844500000002,404.48530000000005,386.95673333333315,496.39396666666653,493.09308333333325,479.2614999999999,498.5496333333333,498.2919499999999,465.2115999999999,465.98120000000006,378.25628333333333,394.7688499999997,376.4172833333333,354.3067,380.23380000000003,389.5042432432433,360.46135714285714,409.2022142857142,,,,,,,,,,,,,,,,,
2018,1,18,120,-3.5905746833333345,1.043490615,-0.7303942066666665,,,,,,,,,,,,307.1519999999999,335.6828000000001,311.03381666666667,336.0063333333333,331.6045833333334,407.5156333333333,402.0385666666665,503.63211666666683,504.61678333333333,489.7632,490.35118333333344,478.4621333333334,445.5400833333332,458.90273333333334,380.7920666666666,401.7630333333332,379.65056666666675,356.2307833333334,380.18285,389.9786976744186,364.23356521739146,407.33475000000004,342.689,,,,,,,,,,,,,,,,
2018,1,19,120,0.13492690643333333,4.769821166666666,-0.6993371458333334,,,,,,,,,,,,301.34271428571435,336.97426666666684,309.20969999999994,330.78561666666667,328.1528833333332,413.61081666666684,421.29076666666657,533.1022166666667,555.6753833333333,513.9368000000001,458.5819833333333,431.2052833333331,406.03543333333346,443.5854166666667,386.66474999999997,411.17764999999986,374.98565,353.9384166666667,379.3053,391.9934833333335,361.88866666666667,,,,,,,,,,,,,,,,,,
2018,1,20,120,1.943941958333333,3.7160983333333344,-2.3568430166666663,,,,,,,,,,,,302.5244772727273,337.00313333333327,311.89318333333324,337.20931666666667,339.79465000000005,426.6267333333334,435.43105000000014,531.5068500000002,540.9822833333333,492.0915500000001,448.3536666666669,428.6518,405.1022333333336,442.87311666666653,380.53683333333345,405.8056333333333,377.42666666666685,357.8508666666667,380.7958666666666,389.55151666666666,,,,,,,,,,,,,,,,,,,
2018,1,21,120,2.9428358333333318,3.491676166666667,-1.3483936806666668,,,,,,,,,,177.73900000000003,304.71694999999994,309.92105,340.83553333333333,324.5247500000001,362.7355166666667,382.5264166666667,469.02141666666654,478.7606499999999,534.2096833333334,510.36096666666674,445.4806500000002,427.3797999999998,425.07728333333336,405.19629999999995,439.8423499999999,359.90746666666666,392.7597666666668,385.7371500000001,367.74081666666683,384.92145762711857,386.73918749999996,,,,,,,,,,,,,,,,,,,
2018,1,22,120,1.5582304500000004,2.052817366666668,-1.6247601666666658,,,,,,,,,262.565,194.84287500000002,310.3961666666666,314.5973,347.45727999999997,335.4873399999999,376.17260000000005,398.4094800000002,481.8243199999997,495.4819,542.75736,512.9106,449.31891999999993,434.8521799999999,429.96746,404.66425999999984,434.73194,355.14956,394.0809799999999,388.71392,369.24780434782593,384.94134090909085,399.505,,,,,,,,,,,,,,,,,,,
2018,1,23,120,0.35471980999999986,3.0119699446666672,-1.1891402833333333,,,,,,,,,,,306.4591999999999,308.821,344.07338095238094,337.7620952380953,386.1950952380953,424.77176190476195,517.3137142857142,535.9332857142856,550.7678095238095,507.87385714285716,445.44728571428556,435.80290476190487,431.57152380952385,406.1574285714285,424.986857142857,328.62661904761904,395.4820000000001,392.60961904761905,374.14604761904764,390.4883333333333,,,,,,,,,,,,,,,,,,,,
2018,2,0,120,-0.5336565433333332,3.451432286666667,-1.2784161866666672,,,,,,,,,,181.621962962963,307.4664499999999,311.5579666666667,351.53781666666663,355.07155000000006,416.3105166666667,472.38441666666677,556.67145,564.4672999999998,550.4836666666667,495.9053666666668,429.33588333333324,426.11834999999985,426.43916666666667,397.44845000000015,414.85695,330.23601666666656,401.55641666666656,399.82446666666664,377.91298214285723,388.14943750000003,,,,,,,,,,,,,,,,,,,,
2018,2,1,120,-0.7362968233333334,2.886785666666667,-1.4099096083333342,,,,,,,,,258.061,182.46168,309.7477666666666,315.12641666666667,358.93395000000004,372.68466666666677,448.6158166666668,525.7419499999999,604.06055,605.9272166666667,562.2472833333336,501.4229333333331,435.41573333333326,429.7513500000002,427.9497166666669,400.04945000000004,417.5876333333333,331.5434000000001,405.74235000000004,404.46751666666665,380.87561016949144,,,,,,,,,,,,,,,,,,,,,
