year,day,hour,minute,bx,by,bz,row1,row2,row3,row4,row5,row6,row7,row8,row9,row10,row11,row12,row13,row14,row15,row16,row17,row18,row19,row20,row21,row22,row23,row24,row25,row26,row27,row28,row29,row30,row31,row32,row33,row34,row35,row36,row37,row38,row39,row40,row41,row42,row43,row44,row45,row46,row47,row48,row49,row50
2020,56,0,60,3.3647583333333326,-1.6649099833333332,-0.4817697966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,1,60,3.835873166666666,-1.864763166666666,0.15309561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,2,60,4.028787333333335,-1.7063230000000005,0.05784249211666664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,3,60,3.9147974999999997,-1.8465658333333332,0.10231873983333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,4,60,3.8633499999999983,-1.831510833333333,0.4075167348333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,5,60,3.654059000000001,-2.0776996666666663,0.5589670123333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,6,60,4.295445833333333,-1.3368964999999997,1.0905756666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,7,60,4.209301666666667,-0.9170599,0.48059416666666677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,8,60,3.8742354999999997,-0.890678383333333,0.11608787316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,9,60,3.5655780000000004,-1.429328566666667,0.4503241833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,10,60,2.3200010833333335,-2.4969308333333333,-0.6663184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,11,60,2.7317693333333333,-2.0348361166666664,-0.4310651800000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,12,60,2.740360500000001,-1.6963273999999997,0.01666490833333331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,13,60,2.688064666666666,-1.9128450000000004,0.025097562666666674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,56,14,60,3.018911166666667,-1.2420270000000002,0.29278546499999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
