year,month,day,hour,minute,bx,by,bz,row1,row2,row3,row4,row5,row6,row7,row8,row9,row10,row11,row12,row13,row14,row15,row16,row17,row18,row19,row20,row21,row22,row23,row24,row25,row26,row27,row28,row29,row30,row31,row32,row33,row34,row35,row36,row37,row38,row39,row40,row41,row42,row43,row44,row45,row46,row47,row48,row49,row50
2016,1,1,0,60,5.7331935,-2.296755666666667,-13.282796666666666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,1,60,4.6681995,-1.9174713016666667,-12.976816666666668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,2,60,2.8980881666666667,0.470586107,-13.237948333333332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,3,60,3.1074401886792455,0.07717218943396226,-12.819543396226415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,4,60,3.387239166666667,-2.7779623966666667,-11.102430666666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,5,60,3.811806666666667,-8.432337666666667,-3.4777023,139.33825,108.34115,131.67803125,127.96063636363637,124.52856249999999,108.5720625,108.3781625,97.73401875,113.587565625,78.845928125,85.8200625,22.8848753125,12.92698,15.4010315625,41.599981875,82.35961875,136.63762499999999,132.90428125,161.24484375,165.5636875,152.925625,149.21559375,148.25409375,141.7461875,153.06853125,133.417875,156.11527272727272,157.8081875,151.7448125,155.33528125,159.89109375,156.53171875,165.81628125,149.6113125,166.252125,160.58284375,164.92021875,159.18868750000001,164.8109375,152.4045,161.363,134.08056249999998,151.42534375,140.44815625,132.19375,151.04690625,151.40740625,134.46730937499999,162.7545625,142.77566666666667
2016,1,1,6,60,3.159132,-5.322843833333334,-8.843636666666667,143.81996666666666,103.09402666666666,126.34020000000001,129.49592,124.64321666666666,96.82823,90.77363,93.43133666666667,106.73995666666666,41.13171,32.498692,10.061243,13.686916666666667,26.993650333333335,71.00369666666667,107.8463,143.46826666666666,141.2233,168.78556666666665,164.61646666666667,140.86966666666666,137.97686666666667,141.69806666666668,135.00566666666666,147.14766666666668,129.62666666666667,155.00163333333333,154.7313,146.78276666666667,152.72773333333333,159.01843333333332,153.4433666666667,162.5916,146.98643333333334,162.4497,165.23933333333335,166.6869,151.9641,162.5418,158.14126666666667,163.19320000000002,131.60116666666667,151.2143,144.23193333333333,129.54173333333333,147.49206666666666,156.67113333333333,137.35623333333334,158.36286666666666,144.43526666666668
2016,1,1,7,60,3.2385270000000004,-4.744748139534884,-7.809407441860466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,8,60,6.603973157894737,-6.899682280701754,-2.822226701754386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,9,60,6.226547818181818,-7.963963454545454,0.6556138105454545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,10,60,2.665068794833333,-6.5010311666666665,4.833837833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,11,60,2.2006522,-6.394402888888889,3.7063430222222222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,12,60,5.404420666666667,-7.380343166666666,-0.2808662483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,13,60,7.050799666666666,-5.759469666666666,-1.08462145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2016,1,1,14,60,7.089745833333334,-5.610521333333334,-0.99423887,142.06446,102.75031999999999,127.70092000000001,130.539498,124.235998,73.482044,79.054954,75.718242,96.150022,15.031927901960785,10.676320980392157,10.916856274509804,40.102254901960784,75.02382549019607,113.25285294117646,121.9348431372549,156.93201960784313,149.0858431372549,155.09403921568628,146.868,138.51713725490197,142.38033333333334,139.2398431372549,130.05045098039216,148.62662745098038,132.57039215686274,151.83778431372548,149.35549019607842,147.43239215686273,154.93460784313726,155.6935294117647,150.16754,163.00308,141.6579,164.91986,164.74774000000002,165.0761,152.47802,163.74584000000002,157.95684,162.29738,133.70892,152.50469999999999,142.94818,129.32041999999998,148.74802,156.2352,136.42544,159.36994,145.06138
