year,month,day,hour,minute,bx,by,bz,row1,row2,row3,row4,row5,row6,row7,row8,row9,row10,row11,row12,row13,row14,row15,row16,row17,row18,row19,row20,row21,row22,row23,row24,row25,row26,row27,row28,row29,row30,row31,row32,row33,row34,row35,row36,row37,row38,row39,row40,row41,row42,row43,row44,row45,row46,row47,row48,row49,row50
2023,1,1,0,60,-2.0850954206666668,3.0914580323666665,-0.21940840166666664,19.50434925,0.231726,0.98040865,23.53341535,6.307962383333333,0.23814588333333334,9.194065916666666,8.382728616666666,23.9166802,0.4225778333333333,114.13272333333333,129.3259,102.16871333333333,107.34702833333334,250.46266666666668,227.3075333333333,245.26598333333334,249.79188333333335,424.52208333333334,356.3557333333334,279.4236166666667,385.2332333333333,438.5538833333333,349.63676666666663,376.9143666666667,437.37039999999996,533.2961,470.4028833333333,459.7047333333333,530.3310333333334,512.1262666666667,390.59105,373.6205,320.41676666666666,380.64341666666667,297.7041,304.7778166666667,307.3330666666667,356.43399999999997,293.1702105263158,304.354625,282.2873333333333,431.581,406.014,342.999,,,,,
2023,1,1,1,60,-3.4203031333333334,0.10716207166666665,-0.24266104333333333,23.77314435,0.231726,0.7698638333333334,9.563153966666667,9.946822083333334,0.2730628333333333,4.168476066666667,5.04278155,39.14908736666666,0.4543519166666667,94.083325,135.10283333333334,134.43725666666666,119.04374833333333,228.49641666666668,248.78546666666668,282.3634333333333,236.4368333333333,400.6254333333334,378.62315,300.30128333333334,361.5043333333333,422.13693333333333,374.55559999999997,393.8729666666667,442.1166333333333,562.8568666666666,525.0068,470.20428333333336,483.06804999999997,475.27688333333333,386.94853333333333,363.6666666666667,269.06155,348.2816666666667,299.6739,314.60231666666664,293.5715666666667,346.52661363636366,312.09813636363634,320.27907142857146,299.173,390.881,,,,,,,
2023,1,1,2,60,-3.4686326166666666,1.2391183033333335,-1.0440039583333334,16.245573983333333,0.231726,0.5443775833333333,4.72386905,5.677956833333334,0.231726,1.8796312,2.6691337166666664,35.061979199999996,0.34695479999999995,93.2044,129.68296666666666,136.58282833333334,127.08501666666666,224.35938333333334,242.4091,289.23525,242.8713,394.83228333333335,376.04110000000003,308.05148333333335,364.50781666666666,415.66211666666663,378.4959166666667,416.48643333333337,474.85248333333334,559.0822499999999,508.18063333333333,453.17341666666664,466.34108333333336,460.38495,372.93148333333335,344.71933333333334,254.35541666666668,337.50013333333334,297.12971666666664,321.43080000000003,293.8586304347826,341.92467857142856,315.9069230769231,322.488875,285.4388,371.509,,,,,,,
2023,1,1,3,60,-2.9629700666666663,1.3472509666666668,-0.28022733333333333,16.536301983333335,0.231726,0.46893769999999996,5.580976483333333,5.793269033333333,0.231726,1.4795652333333331,3.1495273333333333,33.02138983333334,0.34003653333333334,91.97453166666668,128.63378333333333,132.28639333333334,123.48165999999999,223.5711,241.62098333333333,285.7822666666667,242.05228333333335,397.75506666666666,376.65355,305.7973666666667,365.97634999999997,419.34055,381.04471666666666,420.0649666666667,474.07219999999995,550.3571333333333,498.18541666666664,445.4057666666667,462.76205,460.42698333333334,371.3525333333333,340.48921666666666,258.45171666666664,342.00224999999995,299.7574,321.44285,294.25523255813954,344.0006363636364,316.49664705882356,326.56440000000003,288.41614285714286,388.2965,,,,,,,
2023,1,1,4,60,-2.96393181,2.9240568833333334,1.3675309,19.6433615,0.231726,0.39653531666666664,2.9096824,7.71526785,0.2720800666666667,0.33853449999999996,2.866784216666667,36.95367,0.5025813166666667,84.97746333333333,129.92063333333334,139.0328516666667,123.13536500000001,215.52855,246.5762,293.6920166666667,238.67351666666667,392.40409999999997,383.92696666666666,311.3666,359.90116666666665,417.58160000000004,392.05193333333335,429.0001833333333,473.4228166666666,555.048,513.8574,451.91745,453.2551833333334,446.6798166666667,360.73626666666667,330.73178333333334,243.84198333333333,334.7402333333333,299.30404999999996,320.9573,286.5496818181818,336.48412,335.31942857142855,363.65299999999996,271.4633333333333,,,,,,,,
2023,1,1,5,60,-3.9959993333333332,0.8004130616666667,-0.8815269066666667,8.0553945,0.231726,0.23562571666666665,0.9655855166666666,3.016982816666667,0.231726,0.28882193333333334,0.66010005,31.433575,0.2394413,94.10357,123.56591666666667,134.16906666666668,133.05548833333333,222.41013333333333,235.7622,291.7267333333333,252.53231666666667,393.2161666666667,373.5897333333333,314.1227833333333,372.5165,416.2114833333333,397.3895,469.5819166666667,534.45935,546.2082666666666,474.71455,419.0787833333333,432.50985000000003,426.80171666666666,338.6285833333333,308.4574666666667,234.9061,324.5239166666667,289.7552,322.72431666666665,281.661875,336.3324,329.57033333333334,,,,,,,,,,
2023,1,1,6,60,-3.341749716666667,1.47985756,-2.16333541,8.950756666666667,0.231726,0.23360109999999998,1.0972985833333333,3.4496770333333333,0.2364757,0.26172746666666663,0.7923833166666667,32.67679833333333,0.23516399999999998,93.151265,124.93758333333334,135.45516666666668,132.07602666666668,221.60951666666668,237.95268333333334,292.26015,249.63406666666666,392.2814333333333,374.83183333333335,314.0024833333334,370.21791666666667,418.2789833333334,407.4178,466.78204999999997,499.29131666666666,537.3571666666667,484.8629333333334,432.06495,437.9132,426.10314999999997,339.01438333333334,310.0187833333333,235.83125,325.99041666666665,292.12898333333334,323.4191,280.8601052631579,337.0997857142857,338.5882,378.14250000000004,,,,,,,,,
2023,1,1,7,60,-3.0994177768333335,0.8532612483333334,-0.24422892166666668,6.073713333333333,0.231726,0.231726,0.5977649333333334,1.1829426,0.231726,0.23480299999999998,0.4373322666666667,30.645913333333333,0.231726,96.19901333333334,123.038,134.35393333333334,135.86426666666665,225.20453333333336,235.36520000000002,292.17473333333334,254.40959999999998,393.50219999999996,370.8744,313.99373333333335,374.3256,420.5338,415.85653333333335,480.19606666666664,502.8762666666667,529.4828666666667,476.48179999999996,428.8045333333333,436.1368,421.9868666666667,334.176,305.64433333333335,229.66893333333334,324.8786,289.42533333333336,324.4854666666667,291.64520000000005,339.313,311.138,,,,,,,,,,
2023,1,1,8,60,-4.043555033333333,0.12670862166666666,-0.300401065,8.991582571428571,0.231726,0.2371544571428571,1.0311974571428573,3.428131057142857,0.231726,0.25291117142857145,0.7508747714285714,32.61427714285715,0.2566120571428572,90.49501428571428,124.80431428571428,137.2763142857143,132.99282857142856,218.56414285714285,239.15060000000003,295.6004,251.03622857142858,392.5646285714286,378.63214285714287,316.9108571428572,372.9087428571429,435.9952857142857,477.55394285714283,528.9406571428572,490.25168571428577,493.4658,445.02417142857144,398.25325714285714,412.0054285714286,394.45977142857146,304.9382857142857,290.3066285714286,222.19505714285714,325.5431142857143,292.63229411764706,323.4013333333333,303.0,,,,,,,,,,,,
2023,1,1,9,60,-2.7477443166666666,3.216385148333333,-0.3928782216666667,11.618481166666667,0.231726,0.3597725,2.5589742833333333,3.228567283333333,0.231726,0.6732689000000001,1.2898778833333333,27.754959166666666,0.2890910666666667,83.60530166666668,118.71223333333334,126.379655,120.30035333333333,208.06868333333333,229.7147,286.40146666666664,245.15901666666664,394.7808333333333,379.0799,313.11129999999997,371.817,432.9556166666667,440.52498333333335,482.90415,488.49993333333333,519.5274333333333,466.5891833333333,412.1278166666667,425.97415,418.78355,333.5172,306.3858833333333,238.42996666666667,331.45166666666665,295.58736842105264,320.8211052631579,285.9187647058823,335.631,319.79783333333336,339.475,294.54375,,,,,,,,
